epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,4610.41,0.77894,0.65277,1.25656,0.95844,0.92785,0.94409,0.54944,1.45296,0.59047,2.56633,0.00054272,0.00054272,0.00054272
370,4622.83,0.79098,0.6508,1.2489,0.95678,0.89048,0.9147,0.49174,1.61095,0.68219,2.70426,0.00053876,0.00053876,0.00053876
371,4635.38,0.79208,0.65349,1.25973,0.95549,0.86366,0.91519,0.45537,1.72534,0.74358,2.82641,0.0005348,0.0005348,0.0005348
372,4647.76,0.75527,0.63919,1.23949,0.97391,0.91954,0.94412,0.52668,1.48854,0.60028,2.57158,0.00053084,0.00053084,0.00053084
373,4660.2,0.78822,0.65628,1.25524,0.96001,0.93103,0.94447,0.54843,1.4667,0.61253,2.56042,0.00052688,0.00052688,0.00052688
374,4672.56,0.79426,0.66688,1.26979,0.9569,0.91954,0.94792,0.56262,1.42138,0.59876,2.5514,0.00052292,0.00052292,0.00052292
375,4684.79,0.76557,0.6207,1.25017,0.94732,0.93007,0.955,0.56913,1.41913,0.58117,2.52264,0.00051896,0.00051896,0.00051896
376,4697.11,0.79696,0.66566,1.27098,0.9663,0.93103,0.94542,0.5319,1.4687,0.59598,2.59701,0.000515,0.000515,0.000515
377,4709.63,0.7853,0.65301,1.25412,0.95372,0.91954,0.93024,0.5254,1.49319,0.61335,2.63243,0.00051104,0.00051104,0.00051104
378,4722.36,0.78897,0.66643,1.25975,0.9576,0.91954,0.93968,0.53632,1.4595,0.59074,2.61081,0.00050708,0.00050708,0.00050708
379,4735.1,0.80561,0.67897,1.26829,0.95892,0.92529,0.94353,0.55322,1.41487,0.58721,2.57718,0.00050312,0.00050312,0.00050312
380,4747.63,0.76361,0.63745,1.23264,0.97588,0.93017,0.95169,0.56075,1.43057,0.59562,2.59977,0.00049916,0.00049916,0.00049916
381,4760.34,0.76827,0.64699,1.24619,0.96381,0.91846,0.94117,0.54582,1.45484,0.61409,2.64078,0.0004952,0.0004952,0.0004952
382,4772.66,0.80534,0.6578,1.27546,0.96405,0.92464,0.94414,0.54743,1.45549,0.60803,2.55808,0.00049124,0.00049124,0.00049124
383,4785.18,0.77093,0.67943,1.24176,0.96947,0.93678,0.94608,0.56355,1.40654,0.59058,2.47157,0.00048728,0.00048728,0.00048728
384,4797.48,0.77207,0.65837,1.24784,0.9632,0.93678,0.94958,0.56814,1.4117,0.5914,2.49506,0.00048332,0.00048332,0.00048332
385,4810.05,0.7744,0.64127,1.2624,0.94713,0.92656,0.94612,0.55787,1.42495,0.60674,2.56741,0.00047936,0.00047936,0.00047936
386,4822.59,0.77379,0.67061,1.25261,0.94294,0.94966,0.96065,0.56804,1.39312,0.6053,2.49844,0.0004754,0.0004754,0.0004754
387,4835.52,0.75564,0.63637,1.23138,0.94283,0.94785,0.96314,0.57449,1.41268,0.62968,2.51734,0.00047144,0.00047144,0.00047144
388,4847.98,0.76985,0.64657,1.23733,0.954,0.95355,0.95942,0.56957,1.4356,0.62084,2.61568,0.00046748,0.00046748,0.00046748
389,4860.46,0.78193,0.64819,1.25356,0.95158,0.91379,0.9437,0.55698,1.44042,0.61113,2.56324,0.00046352,0.00046352,0.00046352
390,4872.91,0.77854,0.64776,1.24191,0.95825,0.93103,0.94687,0.5443,1.46536,0.61103,2.5939,0.00045956,0.00045956,0.00045956
391,4885.27,0.73706,0.60617,1.22481,0.97617,0.94189,0.96261,0.54667,1.44851,0.60202,2.5757,0.0004556,0.0004556,0.0004556
392,4897.59,0.75689,0.63294,1.24275,0.9803,0.94828,0.97232,0.57096,1.39226,0.58804,2.52415,0.00045164,0.00045164,0.00045164
393,4910.15,0.7641,0.64212,1.25219,0.97671,0.9641,0.97287,0.57574,1.38421,0.59772,2.49057,0.00044768,0.00044768,0.00044768
394,4922.83,0.73409,0.61607,1.21833,0.95844,0.95402,0.96163,0.56977,1.41125,0.59528,2.53161,0.00044372,0.00044372,0.00044372
395,4935.62,0.75267,0.63406,1.22338,0.97054,0.94655,0.96386,0.56393,1.40354,0.59349,2.53285,0.00043976,0.00043976,0.00043976
396,4948.37,0.75377,0.62139,1.23792,0.97376,0.93678,0.95928,0.55638,1.41582,0.58727,2.5747,0.0004358,0.0004358,0.0004358
397,4960.87,0.76636,0.63326,1.24382,0.96199,0.91379,0.93878,0.5449,1.43637,0.61671,2.64327,0.00043184,0.00043184,0.00043184
398,4973.39,0.77308,0.65668,1.25346,0.9748,0.92529,0.95139,0.5645,1.40074,0.59855,2.55875,0.00042788,0.00042788,0.00042788
399,4985.74,0.76628,0.64661,1.23952,0.96638,0.91954,0.93609,0.52253,1.45733,0.62821,2.54693,0.00042392,0.00042392,0.00042392
400,4998.23,0.76542,0.65239,1.25222,0.96685,0.92529,0.94178,0.52552,1.47504,0.62343,2.59128,0.00041996,0.00041996,0.00041996
401,5010.85,0.75096,0.63023,1.22689,0.95623,0.91379,0.92912,0.52095,1.48602,0.60799,2.68672,0.000416,0.000416,0.000416
402,5023.31,0.752,0.64963,1.2369,0.94574,0.92529,0.93278,0.51583,1.50121,0.61595,2.71587,0.00041204,0.00041204,0.00041204
403,5035.82,0.72835,0.61665,1.21948,0.95192,0.93103,0.94623,0.54138,1.46158,0.60641,2.67762,0.00040808,0.00040808,0.00040808
404,5048.13,0.76488,0.63978,1.2404,0.95552,0.92529,0.94751,0.55668,1.42779,0.59242,2.65485,0.00040412,0.00040412,0.00040412
405,5060.56,0.74854,0.63563,1.23852,0.94087,0.93103,0.94527,0.55025,1.42493,0.59519,2.66894,0.00040016,0.00040016,0.00040016
406,5072.82,0.76136,0.63154,1.23209,0.96125,0.92529,0.95951,0.56128,1.4231,0.59102,2.64891,0.0003962,0.0003962,0.0003962
407,5085.28,0.72553,0.61136,1.20123,0.95813,0.94828,0.95607,0.5653,1.41353,0.57821,2.62174,0.00039224,0.00039224,0.00039224
408,5097.54,0.72548,0.59612,1.20195,0.94797,0.9424,0.95567,0.56354,1.41374,0.58307,2.64435,0.00038828,0.00038828,0.00038828
409,5110.03,0.7554,0.64325,1.23784,0.94025,0.93103,0.93939,0.53349,1.48381,0.62486,2.66284,0.00038432,0.00038432,0.00038432
410,5122.67,0.77465,0.65534,1.25365,0.96156,0.8908,0.92851,0.51982,1.52697,0.64367,2.68744,0.00038036,0.00038036,0.00038036
411,5135.38,0.76207,0.6669,1.23912,0.96179,0.90805,0.94173,0.54569,1.46728,0.61656,2.58879,0.0003764,0.0003764,0.0003764
412,5148.09,0.74299,0.64851,1.23613,0.95602,0.93103,0.95311,0.57182,1.41606,0.59762,2.55196,0.00037244,0.00037244,0.00037244
413,5160.66,0.72396,0.62365,1.21446,0.95824,0.94253,0.95234,0.57003,1.40193,0.59787,2.57384,0.00036848,0.00036848,0.00036848
414,5173.04,0.74957,0.63155,1.24619,0.95898,0.9405,0.94449,0.55601,1.42129,0.59531,2.60677,0.00036452,0.00036452,0.00036452
415,5185.49,0.73508,0.63214,1.21183,0.97462,0.93678,0.9474,0.54872,1.45139,0.59631,2.60484,0.00036056,0.00036056,0.00036056
416,5197.8,0.74867,0.62874,1.21885,0.97588,0.92996,0.9467,0.54658,1.44522,0.61417,2.60598,0.0003566,0.0003566,0.0003566
417,5210.35,0.71738,0.6213,1.20572,0.97004,0.93036,0.94493,0.5519,1.41594,0.59564,2.61586,0.00035264,0.00035264,0.00035264
418,5222.89,0.74603,0.63898,1.22582,0.96112,0.93678,0.95715,0.56964,1.39993,0.58812,2.58949,0.00034868,0.00034868,0.00034868
419,5235.42,0.72563,0.6437,1.22033,0.96372,0.92529,0.95913,0.56573,1.40512,0.59413,2.57103,0.00034472,0.00034472,0.00034472
420,5247.83,0.73211,0.6116,1.21191,0.95164,0.91954,0.93645,0.55337,1.4386,0.60409,2.65889,0.00034076,0.00034076,0.00034076
421,5260.32,0.70652,0.59209,1.19907,0.95852,0.92955,0.94876,0.55731,1.43208,0.60105,2.65219,0.0003368,0.0003368,0.0003368
422,5272.63,0.76389,0.66708,1.24159,0.97021,0.93585,0.95477,0.55876,1.41674,0.58529,2.62745,0.00033284,0.00033284,0.00033284
423,5284.81,0.74541,0.63008,1.22101,0.9702,0.93559,0.95516,0.56068,1.41581,0.58665,2.60645,0.00032888,0.00032888,0.00032888
424,5297.08,0.72627,0.60084,1.21115,0.98017,0.93103,0.94967,0.56649,1.41414,0.59407,2.62769,0.00032492,0.00032492,0.00032492
425,5309.6,0.71711,0.62863,1.22204,0.96912,0.91954,0.93628,0.53879,1.45261,0.59292,2.62037,0.00032096,0.00032096,0.00032096
426,5322.28,0.72618,0.61381,1.2159,0.98091,0.93678,0.94814,0.55479,1.42496,0.59229,2.60593,0.000317,0.000317,0.000317
427,5335,0.71606,0.62089,1.20644,0.98211,0.94634,0.95587,0.55968,1.42875,0.60323,2.60166,0.00031304,0.00031304,0.00031304
428,5347.54,0.72705,0.61923,1.21053,0.97191,0.94253,0.96036,0.57132,1.39076,0.57712,2.56374,0.00030908,0.00030908,0.00030908
429,5360.16,0.75262,0.65084,1.23739,0.97054,0.94828,0.9695,0.57443,1.38453,0.57745,2.58711,0.00030512,0.00030512,0.00030512
430,5372.39,0.72294,0.61246,1.20923,0.9747,0.93678,0.95488,0.56522,1.39946,0.59703,2.59227,0.00030116,0.00030116,0.00030116
431,5384.78,0.73908,0.63709,1.22086,0.96957,0.93103,0.94536,0.5478,1.42413,0.6076,2.61724,0.0002972,0.0002972,0.0002972
432,5397.12,0.7268,0.61385,1.2091,0.97587,0.92985,0.95099,0.55563,1.42124,0.5901,2.60214,0.00029324,0.00029324,0.00029324
433,5409.54,0.71127,0.60979,1.20492,0.97462,0.93103,0.95309,0.56133,1.40928,0.59031,2.59816,0.00028928,0.00028928,0.00028928
434,5422.1,0.72569,0.589,1.20499,0.96394,0.93678,0.9564,0.56889,1.40369,0.58277,2.60434,0.00028532,0.00028532,0.00028532
